site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	hfc134a	hfc134a_sd
lef	2016.68495	20160907	1637	-99	-99	102.95	0.00
lef	2016.70682	20160915	1642	-99	-99	102.73	0.02
lef	2016.73954	20160927	1608	-99	-99	98.75	0.16
lef	2016.76408	20161006	1541	-99	-99	101.22	0.03
lef	2016.78054	20161012	1615	-99	-99	99.01	0.00
lef	2016.83794	20161102	1627	-99	-99	99.72	0.02
lef	2016.85445	20161108	1729	-99	-99	99.88	0.02
lef	2016.87616	20161116	1614	-99	-99	99.71	0.34
lef	2016.89269	20161122	1725	-99	-99	99.74	0.16
lef	2016.90922	20161128	1833	-99	-99	111.46	0.25
lef	2016.93363	20161207	1700	-99	-99	101.95	0.22
lef	2016.97460	20161222	1653	-99	-99	101.26	0.16
lef	2017.01022	20170104	1731	-99	-99	101.90	0.06
lef	2017.05134	20170119	1744	-99	-99	100.43	0.01
lef	2017.09239	20170203	1718	-99	-99	101.71	0.08
lef	2017.10621	20170208	1826	-99	-99	101.15	0.31
lef	2017.12533	20170215	1751	-99	-99	100.78	0.20
lef	2017.14183	20170221	1827	-99	-99	101.46	0.24
lef	2017.18022	20170307	1843	-99	-99	102.14	0.06
lef	2017.23752	20170328	1640	-99	-99	101.56	0.10
lef	2017.25936	20170405	1600	-99	-99	100.60	0.20
lef	2017.27584	20170411	1623	-99	-99	100.60	0.16
lef	2017.31968	20170427	1623	-99	-99	102.78	0.13
lef	2017.33895	20170504	1712	-99	-99	102.31	0.15
lef	2017.36063	20170512	1507	-99	-99	103.60	0.14
lef	2017.37993	20170519	1613	-99	-99	102.41	0.13
lef	2017.39642	20170525	1636	-99	-99	109.92	0.18
lef	2017.41557	20170601	1622	-99	-99	102.62	0.25
lef	2017.47333	20170622	1821	-99	-99	106.48	0.28
lef	2017.48708	20170627	1847	-99	-99	103.21	0.51
lef	2017.51142	20170706	1600	-99	-99	102.79	0.11
lef	2017.54422	20170718	1520	-99	-99	115.72	0.05
lef	2017.56624	20170726	1614	-99	-99	116.51	0.18
lef	2017.58548	20170802	1647	-99	-99	103.56	0.12
lef	2017.62384	20170816	1652	-99	-99	105.36	0.01
lef	2017.66210	20170830	1559	-99	-99	106.57	0.34
lef	2017.68413	20170907	1657	-99	-99	106.81	0.03
lef	2017.70055	20170913	1648	-99	-99	120.10	0.11
lef	2017.75803	20171004	1619	-99	-99	106.69	0.21
lef	2017.77711	20171011	1531	-99	-99	106.65	0.37
lef	2017.81554	20171025	1607	-99	-99	106.51	0.08
lef	2017.84881	20171106	1933	-99	-99	107.37	0.07
lef	2017.87320	20171115	1716	-99	-99	122.21	0.27
lef	2017.88963	20171121	1707	-99	-99	107.47	0.23
lef	2017.93353	20171207	1742	-99	-99	108.11	0.07
lef	2017.94995	20171213	1733	-99	-99	108.60	0.51
lef	2017.98826	20171227	1711	-99	-99	107.50	0.23
lef	2018.00748	20180103	1731	-99	-99	107.81	0.19
lef	2018.04590	20180117	1804	-99	-99	107.80	0.08
lef	2018.06498	20180124	1716	-99	-99	107.96	0.26
lef	2018.10329	20180207	1650	-99	-99	109.84	0.00
lef	2018.13902	20180220	1747	-99	-99	110.29	0.40
lef	2018.16087	20180228	1715	-99	-99	109.04	0.04
lef	2018.21833	20180321	1633	-99	-99	108.09	0.01
lef	2018.29487	20180418	1503	-99	-99	108.40	0.22
lef	2018.31690	20180426	1602	-99	-99	111.21	0.17
lef	2018.34981	20180508	1622	-99	-99	111.13	0.29
lef	2018.37188	20180516	1742	-99	-99	112.96	0.05
lef	2018.42922	20180606	1600	nd	-99	114.64	0.08
lef	2018.46765	20180620	1637	-99	-99	109.22	0.16
lef	2018.48672	20180627	1540	-99	-99	130.03	0.11
lef	2018.52533	20180711	1753	-99	-99	112.24	0.14
lef	2018.56345	20180725	1547	-99	-99	118.70	0.09
lef	2018.60717	20180810	1450	-99	-99	112.43	0.04
lef	2018.64011	20180822	1520	-99	-99	112.61	0.07
lef	2018.68139	20180906	1659	-99	-99	113.39	0.03
lef	2018.69786	20180912	1715	-99	-99	121.72	0.03
lef	2018.72000	20180920	1912	-99	-99	114.44	0.00
lef	2018.76898	20181008	1617	-99	-99	122.96	0.07
lef	2018.79628	20181018	1525	-99	-99	113.50	0.25
lef	2018.84861	20181106	1748	-99	-99	122.54	0.25
lef	2018.90874	20181128	1636	-99	-99	115.13	0.48
lef	2018.92508	20181204	1542	-99	-99	115.58	0.17
lef	2018.97171	20181221	1612	-99	-99	113.61	0.03
lef	2019.08684	20190201	1645	-99	-99	121.33	0.07
lef	2019.09791	20190205	1744	-99	-99	115.82	0.29
lef	2019.11974	20190213	1657	-99	-99	113.37	0.03
lef	2019.15536	20190226	1659	-99	-99	115.86	0.05
lef	2019.17444	20190305	1605	-99	-99	115.37	0.09
lef	2019.23189	20190326	1520	-99	-99	113.71	0.37
lef	2019.25657	20190404	1535	-99	-99	114.56	0.00
lef	2019.29217	20190417	1526	-99	-99	118.95	0.17
lef	2019.33053	20190501	1527	-99	-99	115.45	0.15
lef	2019.34980	20190508	1617	-99	-99	114.65	0.09
lef	2019.36925	20190515	1840	-99	-99	114.15	0.00
lef	2019.38807	20190522	1529	-99	-99	121.08	0.05
lef	2019.42917	20190606	1530	-99	-99	121.05	0.12
lef	2019.44555	20190612	1502	-99	-99	116.64	0.04
lef	2019.46205	20190618	1536	-99	-99	116.05	0.05
lef	2019.50037	20190702	1516	-99	99	118.65	0.01
lef	2019.51964	20190709	1601	-99	-99	127.36	0.11
lef	2019.55880	20190723	2303	-99	-99	115.12	0.03
lef	2019.57986	20190731	1533	-99	-99	114.76	0.02
lef	2019.63737	20190821	1520	-99	-99	116.32	0.24
lef	2019.65380	20190827	1518	-99	-99	117.09	0.09
lef	2019.69232	20190910	1646	-99	-99	124.98	0.16
lef	2019.71411	20190918	1534	-99	-99	153.28	0.20
lef	2019.75068	20191002	1530	-99	-99	117.61	0.01
lef	2019.76621	20191007	1559	-99	-99	118.11	0.03
lef	2019.80720	20191022	1502	-99	-99	121.92	0.06
lef	2019.84569	20191105	1614	-99	-99	118.01	0.09
lef	2019.86504	20191112	1746	-99	-99	118.82	0.12
lef	2019.88458	20191119	2054	-99	-99	121.75	0.15
lef	2019.92245	20191203	1638	-99	-99	119.32	0.29
lef	2019.96107	20191217	1859	-99	-99	119.84	0.17
lef	2019.98554	20191226	1719	-99	-99	153.44	0.05
lef	2020.02383	20200109	1721	-99	-99	127.38	0.10
lef	2020.08111	20200130	1627	-99	-99	123.65	0.02
lef	2020.11933	20200213	1610	-99	-99	119.29	0.12
lef	2020.13854	20200220	1654	-99	-99	119.08	0.17
lef	2020.17943	20200306	1607	-99	-99	118.71	0.09
mhd	1998.77954	19981012	1245	240	4	11.24	0.37
mhd	1998.85939	19981110	1615	260	9	10.97	0.17
mhd	1998.89987	19981125	1050	180	14	11.95	0.06
mhd	1998.93818	19981209	1030	180	14	11.61	0.19
mhd	1999.01794	19990107	1310	270	10	12.84	0.29
mhd	1999.13297	19990218	1250	220	12	10.97	0.09
mhd	1999.30268	19990421	1130	280	15	12.32	0.01
mhd	1999.47248	19990622	1055	270	5	13.28	0.15
mhd	1999.51104	19990706	1245	240	6	14.49	0.07
mhd	1999.55226	19990721	1350	280	15	13.31	0.08
mhd	1999.61494	19990813	1050	290	10	14.41	0.08
mhd	1999.62325	19990816	1138	290	10	13.90	0.03
mhd	2001.37667	20010518	1140	260	6	20.54	0.20
mhd	2001.54982	20010720	1625	230	6	21.00	0.18
mhd	2001.62347	20010816	1335	240	8	21.34	0.30
mhd	2001.66142	20010830	1000	300	11	22.23	0.11
mhd	2001.68095	20010906	1305	260	6	21.24	0.07
mhd	2001.74935	20011001	1220	220	19	22.79	0.09
mhd	2001.77119	20011009	1140	280	6	22.00	0.09
mhd	2002.04815	20020118	1350	220	14	23.45	0.02
mhd	2002.09493	20020204	1537	225	15	23.08	0.37
mhd	2002.12230	20020214	1520	240	8	22.83	0.11
mhd	2002.15769	20020227	1320	255	25	23.19	0.09
mhd	2002.19062	20020311	1350	250	12	23.62	0.10
mhd	2002.25322	20020403	1015	200	12	24.58	0.25
mhd	2002.29455	20020418	1215	250	5	23.67	0.27
mhd	2002.68121	20020906	1525	260	14	25.43	0.29
mhd	2002.75217	20021002	1300	240	10	26.44	0.43
mhd	2002.81241	20021024	1245	220	15	27.77	0.02
mhd	2002.84272	20021104	1415	210	10	27.33	0.16
mhd	2002.86474	20021112	1505	230	13	27.69	0.19
mhd	2002.91912	20021202	1130	295	20	28.24	0.03
mhd	2003.03498	20030113	1825	225	13	28.38	0.24
mhd	2003.06425	20030124	1049	195	13	27.36	0.13
mhd	2003.10573	20030208	1410	215	7	28.32	0.05
mhd	2003.14699	20030223	1537	193	9	27.47	0.10
mhd	2003.17136	20030304	1305	190	13	27.66	0.09
mhd	2003.18790	20030310	1400	228	14	27.72	0.09
mhd	2003.24770	20030401	0950	305	17	28.97	0.14
mhd	2003.32237	20030428	1600	295	8	29.74	0.01
mhd	2003.34401	20030506	1330	210	13	28.48	0.26
mhd	2003.37129	20030516	1232	215	7	29.46	0.14
mhd	2003.42112	20030603	1700	195	11	28.80	0.10
mhd	2003.45885	20030617	1130	225	7	29.95	0.03
mhd	2003.51394	20030707	1405	215	5	32.57	0.08
mhd	2003.55765	20030723	1300	280	12	31.59	0.07
mhd	2003.61238	20030812	1225	230	4	29.77	0.07
mhd	2003.66710	20030901	1150	270	3	30.33	0.44
mhd	2003.71633	20030919	1105	220	4	32.32	0.17
mhd	2003.74373	20030929	1105	265	8	31.73	0.28
mhd	2003.75477	20031003	1145	295	15	32.46	0.01
mhd	2003.86228	20031111	1732	250	10	31.65	0.11
mhd	2003.87872	20031117	1735	260	12	31.29	0.17
mhd	2003.89986	20031125	1045	245	11	32.09	0.18
mhd	2003.94126	20031210	1325	190	8	32.62	0.07
mhd	2003.96333	20031218	1445	220	7	34.07	0.35
mhd	2004.01241	20040105	1300	230	12	31.71	0.40
mhd	2004.05060	20040119	1230	275	11	31.52	0.19
mhd	2004.08880	20040202	1200	190	15	33.98	0.22
mhd	2004.12695	20040216	1110	300	8	34.13	0.06
mhd	2004.17090	20040303	1310	200	5	32.23	0.42
mhd	2004.20356	20040315	1205	215	15	31.53	0.02
mhd	2004.26082	20040405	1100	290	12	31.68	0.06
mhd	2004.29907	20040419	1100	280	10	33.02	0.16
mhd	2004.33997	20040504	1020	300	26	33.34	0.18
mhd	2004.37542	20040517	0940	270	5	33.19	0.06
mhd	2004.43846	20040609	1125	185	9	34.94	0.15
mhd	2004.49038	20040628	1130	220	14	34.46	0.05
mhd	2004.53412	20040714	1143	250	5	39.78	0.15
mhd	2004.55586	20040722	1040	210	10	33.80	0.17
mhd	2004.62673	20040817	0912	220	4	35.44	0.22
mhd	2004.65153	20040826	1105	210	11	35.40	0.01
mhd	2004.67049	20040902	0935	245	5	34.93	0.06
mhd	2004.70078	20040913	1140	245	20	35.29	0.33
mhd	2004.75798	20041004	1007	230	13	35.34	0.07
mhd	2004.80481	20041021	1325	260	17	36.27	0.09
mhd	2004.84278	20041104	1100	285	10	36.55	0.33
mhd	2004.86203	20041111	1205	260	7	35.67	0.17
mhd	2004.92812	20041205	1635	200	9	37.14	0.09
mhd	2004.95751	20041216	1045	285	18	36.69	0.10
mhd	2005.02627	20050110	1405	220	12	36.32	0.06
mhd	2005.09198	20050203	1345	230	10	35.76	0.23
mhd	2005.12726	20050216	1050	290	4	36.12	0.41
mhd	2005.20120	20050315	1030	200	14	37.15	0.13
mhd	2005.25588	20050404	0930	270	11	37.53	0.11
mhd	2005.27791	20050412	1030	270	8	37.74	0.10
mhd	2005.34097	20050505	1055	260	11	39.08	0.00
mhd	2005.37935	20050519	1105	210	5	38.18	0.10
mhd	2005.41498	20050601	1115	225	11	38.82	0.20
mhd	2005.48654	20050627	1407	280	6	40.00	0.13
mhd	2005.50519	20050704	0930	260	8	38.84	0.03
mhd	2005.54368	20050718	1040	280	13	39.77	0.64
mhd	2005.62037	20050815	1025	230	5	39.74	0.02
mhd	2005.63953	20050822	1015	280	7	39.51	0.06
mhd	2005.66682	20050901	0920	250	7	39.73	0.27
mhd	2005.68325	20050907	0915	230	7	42.70	0.09
mhd	2005.75466	20051003	1050	230	7	40.49	0.01
mhd	2005.77390	20051010	1120	290	5	41.23	0.03
mhd	2005.80123	20051020	1045	240	10	41.13	0.41
mhd	2005.85328	20051108	1045	240	9	41.99	0.15
mhd	2005.86979	20051114	1120	260	12	42.42	0.32
mhd	2005.96573	20051219	1150	240	7	43.19	0.42
mhd	2005.99354	20051229	1525	270	9	43.08	0.11
mhd	2006.03463	20060113	1520	230	13	41.73	0.05
mhd	2006.10334	20060207	1715	300	7	41.86	0.28
mhd	2006.12175	20060214	1030	270	12	42.86	0.10
mhd	2006.17928	20060307	1030	190	6	41.76	0.11
mhd	2006.23419	20060327	1130	220	8	42.17	0.43
mhd	2006.25342	20060403	1200	300	8	41.55	0.55
mhd	2006.27510	20060411	0950	275	9	42.98	0.08
mhd	2006.29427	20060418	0950	250	7	42.04	0.05
mhd	2006.33271	20060502	1030	190	11	42.64	0.07
mhd	2006.39307	20060524	1115	230	7	43.04	0.10
mhd	2006.41237	20060531	1220	240	5	42.82	0.09
mhd	2006.46478	20060619	1530	300	8	44.53	0.47
mhd	2006.49191	20060629	1310	270	5	44.56	0.45
mhd	2006.52437	20060711	0930	235	7	44.19	0.27
mhd	2006.57932	20060731	1050	230	13	45.02	0.11
mhd	2006.60409	20060809	1150	295	10	43.73	0.45
mhd	2006.64256	20060823	1250	280	6	44.32	0.02
mhd	2006.67824	20060905	1322	190	12	44.15	0.04
mhd	2006.69972	20060913	0935	180	14	45.15	0.13
mhd	2006.75744	20061004	1110	280	5	45.59	0.13
mhd	2006.80935	20061023	0955	230	5	46.00	0.21
mhd	2006.85327	20061108	1040	315	9	46.15	0.28
mhd	2006.86707	20061113	1130	270	11	47.21	0.09
mhd	2006.92479	20061204	1310	190	7	45.75	0.08
mhd	2006.94372	20061211	1100	250	16	47.06	0.23
mhd	2007.02614	20070110	1300	230	9	46.43	0.08
mhd	2007.04506	20070117	1045	255	20	46.17	0.30
mhd	2007.11961	20070213	1545	265	13	46.67	0.12
mhd	2007.15765	20070227	1300	230	20	46.21	0.05
mhd	2007.17655	20070306	1037	240	11	45.89	0.41
mhd	2007.19298	20070312	1030	245	10	46.71	0.06
mhd	2007.28915	20070416	1255	280	7	46.35	0.10
mhd	2007.30802	20070423	1015	195	16	46.13	0.17
mhd	2007.34663	20070507	1230	270	16	49.11	0.10
mhd	2007.36556	20070514	1020	260	8	47.25	0.08
mhd	2007.48367	20070626	1255	280	7	47.71	0.19
mhd	2007.49982	20070702	1025	260	10	49.00	0.18
mhd	2007.56048	20070724	1350	180	9	49.23	0.69
mhd	2007.58483	20070802	1105	265	4	48.31	0.59
mhd	2007.67565	20070904	1440	250	6	50.18	0.01
mhd	2007.70249	20070914	0951	295	7	49.06	0.06
mhd	2007.78767	20071015	1200	240	10	50.18	0.10
mhd	2007.84840	20071106	1600	270	8	50.87	0.14
mhd	2007.90565	20071127	1330	205	14	49.64	0.11
mhd	2007.92186	20071203	1130	280	15	50.43	0.21
mhd	2007.99309	20071229	1130	280	15	50.90	0.02
mhd	2008.01763	20080107	1050	265	16	50.30	0.21
mhd	2008.03673	20080114	1038	275	13	52.39	0.20
mhd	2008.09413	20080204	1050	260	15	51.38	0.32
mhd	2008.13856	20080220	1705	250	10	51.64	0.34
mhd	2008.18154	20080307	1040	250	14	51.14	0.06
mhd	2008.21716	20080320	1133	280	12	52.95	0.40
mhd	2008.24975	20080401	0950	255	13	51.35	0.44
mhd	2008.27456	20080410	1145	250	10	51.86	0.49
mhd	2008.42208	20080603	1135	235	8	52.03	0.19
mhd	2008.43847	20080609	1130	240	7	49.47	0.24
mhd	2008.53439	20080714	1405	230	6	53.64	0.54
mhd	2008.58313	20080801	1012	270	11	52.45	0.67
mhd	2008.61057	20080811	1115	220	8	54.97	0.38
mhd	2008.66781	20080901	1005	230	11	53.96	0.09
mhd	2008.69049	20080909	1715	275	16	53.65	0.29
mhd	2008.82633	20081029	1030	280	14	55.81	0.66
mhd	2009.03135	20090112	1040	230	7	56.81	0.46
mhd	2009.05056	20090119	1055	240	12	55.55	0.32
mhd	2009.11132	20090210	1510	280	4	55.70	0.07
mhd	2009.14917	20090224	1042	280	6	56.14	0.19
mhd	2009.16842	20090303	1123	290	12	54.53	0.03
mhd	2009.26180	20090406	1320	220	13	57.39	0.09
mhd	2009.30542	20090422	1130	295	8	55.86	0.10
mhd	2009.32998	20090501	1035	225	12	56.18	0.29
mhd	2009.34914	20090508	1030	255	15	56.35	0.04
mhd	2009.39566	20090525	1000	275	6	62.86	0.04
mhd	2009.45873	20090617	1030	275	11	57.56	0.41
mhd	2009.53050	20090713	1510	230	8	58.67	0.01
mhd	2009.54912	20090720	1020	230	10	57.55	0.12
mhd	2009.59022	20090804	1022	195	13	58.82	0.12
mhd	2009.60660	20090810	0950	290	7	69.66	0.02
mhd	2009.66701	20090901	1101	255	12	58.92	0.40
mhd	2009.68617	20090908	1050	250	16	59.01	0.00
mhd	2009.86435	20091112	1140	225	8	60.89	0.04
mhd	2009.88404	20091119	1610	220	12	59.38	0.20
mhd	2009.92193	20091203	1205	300	12	60.28	0.12
mhd	2010.01809	20100107	1430	240	4	60.04	0.01
mhd	2010.07245	20100127	1040	280	8	60.12	0.17
mhd	2010.08619	20100201	1100	230	7	60.09	0.07
mhd	2010.12454	20100215	1100	280	5	61.14	0.15
mhd	2010.20985	20100318	1415	195	14	60.50	0.15
mhd	2010.24225	20100330	1005	325	12	61.26	0.23
mhd	2010.26186	20100406	1355	275	6	61.29	0.06
mhd	2010.32723	20100430	1030	275	3	62.32	0.00
mhd	2010.36594	20100514	1340	320	1	62.71	0.17
mhd	2010.40126	20100527	1100	310	4	62.34	0.03
mhd	2010.47788	20100624	1012	245	2	62.27	0.00
mhd	2010.49172	20100629	1130	260	4	62.24	0.24
mhd	2010.50793	20100705	0930	280	7	62.30	0.00
mhd	2010.53550	20100715	1100	240	6	66.75	0.20
mhd	2010.59301	20100805	1048	260	6	62.61	0.19
mhd	2010.62588	20100817	1040	280	5	63.91	0.11
mhd	2010.68109	20100906	1420	275	6	64.23	0.07
mhd	2010.69978	20100913	1005	235	16	65.77	0.04
mhd	2010.76029	20101005	1210	220	19	65.28	0.13
mhd	2010.83402	20101101	1000	210	12	65.99	0.06
mhd	2010.85331	20101108	1100	300	6	66.99	0.00
mhd	2010.94690	20101212	1450	300	9	66.21	0.05
mhd	2010.99044	20101228	1215	185	14	67.31	0.04
mhd	2011.03137	20110112	1050	190	7	65.43	0.25
mhd	2011.11379	20110211	1250	230	7	66.45	0.22
mhd	2011.14642	20110223	1040	210	9	66.15	0.10
mhd	2011.18224	20110308	1225	255	12	66.55	0.13
mhd	2011.20954	20110318	1135	245	12	66.45	0.00
mhd	2011.26459	20110407	1350	255	5	67.07	0.12
mhd	2011.28602	20110415	0930	200	20	68.00	0.22
mhd	2011.35722	20110511	0915	235	11	71.03	0.05
mhd	2011.37107	20110516	1035	235	11	67.58	0.17
mhd	2011.46987	20110621	1203	200	8	68.14	0.06
mhd	2011.48647	20110627	1330	280	7	67.34	0.14
mhd	2011.53293	20110714	1230	275	5	69.00	0.07
mhd	2011.56558	20110726	1030	280	4	70.87	0.29
mhd	2011.60988	20110811	1432	260	7	69.56	0.21
mhd	2011.62305	20110816	0955	305	10	68.85	0.01
mhd	2011.68881	20110909	1000	185	9	68.85	0.19
mhd	2011.70272	20110914	1148	275	7	69.53	0.06
mhd	2011.77374	20111010	1000	255	15	68.70	0.14
mhd	2011.79290	20111017	0950	220	22	70.94	0.07
mhd	2011.87545	20111116	1255	240	9	71.30	0.21
mhd	2011.89167	20111122	1100	220	12	73.21	0.02
mhd	2011.95223	20111214	1332	230	9	72.15	0.05
mhd	2011.96848	20111220	1155	230	8	74.70	0.09
mhd	2012.06440	20120124	1340	220	9	70.43	0.03
mhd	2012.09956	20120206	1030	285	3	70.60	0.35
mhd	2012.14075	20120221	1220	200	13	69.35	0.16
mhd	2012.15701	20120227	1113	230	10	70.96	0.10
mhd	2012.27437	20120410	1005	285	10	71.76	0.21
mhd	2012.29344	20120417	0935	250	16	72.15	0.20
mhd	2012.36741	20120514	1120	295	12	72.16	0.05
mhd	2012.38692	20120521	1440	180	6	73.90	0.00
mhd	2012.41365	20120531	0930	235	4	72.99	0.16
mhd	2012.43022	20120606	1105	230	4	72.85	0.05
mhd	2012.52021	20120709	0930	335	10	72.94	0.29
mhd	2012.53936	20120716	0942	260	10	73.66	0.17
mhd	2012.58575	20120802	0915	180	14	74.04	0.18
mhd	2012.62410	20120816	1005	185	14	75.22	0.10
mhd	2012.67599	20120904	0955	300	8	74.10	0.05
mhd	2012.69506	20120911	0925	290	14	74.43	0.08
mhd	2012.77975	20121012	0920	230	6	75.46	0.05
mhd	2012.82915	20121030	1116	255	12	76.48	0.16
mhd	2012.84819	20121106	1030	295	12	75.92	0.21
mhd	2012.86469	20121112	1125	220	11	75.03	0.16
mhd	2012.93088	20121206	1650	300	16	76.69	0.11
mhd	2012.95258	20121214	1530	260	9	78.25	0.12
mhd	2013.05905	20130122	1315	250	10	76.40	0.21
mhd	2013.07525	20130128	1109	220	19	76.68	0.38
mhd	2013.12215	20130214	1400	285	10	78.94	0.22
mhd	2013.20123	20130315	1045	290	7	77.00	0.10
mhd	2013.28874	20130416	0920	255	15	77.21	0.20
mhd	2013.30542	20130422	1130	250	9	75.83	0.19
mhd	2013.39016	20130523	0950	330	11	77.85	0.19
mhd	2013.41208	20130531	0950	335	7	78.55	0.00
mhd	2013.56082	20130724	1645	245	7	79.03	0.11
mhd	2013.57700	20130730	1430	270	10	78.61	0.01
mhd	2013.60386	20130809	0950	275	7	78.77	0.06
mhd	2013.62104	20130815	1620	300	12	79.07	0.17
mhd	2013.76568	20131007	1120	190	13	81.34	0.00
mhd	2013.79075	20131016	1500	220	9	80.44	0.14
mhd	2013.84514	20131105	1125	270	14	80.81	0.07
mhd	2013.86170	20131111	1230	250	8	83.30	0.08
mhd	2013.96022	20131217	1130	185	18	81.32	0.07
mhd	2013.99864	20131231	1205	230	20	82.43	0.06
mhd	2014.05617	20140121	1205	205	10	83.12	0.36
mhd	2014.07257	20140127	1145	280	20	82.48	0.03
mhd	2014.15186	20140225	1015	265	19	81.91	0.47
mhd	2014.17392	20140305	1130	200	11	82.16	0.19
mhd	2014.26441	20140407	1215	250	8	82.87	0.15
mhd	2014.27507	20140411	0935	260	6	83.12	0.15
mhd	2014.34378	20140506	1130	205	11	83.28	0.04
mhd	2014.35993	20140512	0900	285	7	83.76	0.02
mhd	2014.50275	20140703	1205	215	10	85.15	0.46
mhd	2014.53819	20140716	1035	250	9	84.75	0.22
mhd	2014.59321	20140805	1230	200	5	86.47	0.20
mhd	2014.60952	20140811	1125	260	14	85.71	0.52
mhd	2014.66689	20140901	0955	275	5	84.68	0.05
mhd	2014.75466	20141003	1047	270	5	86.26	0.05
mhd	2014.80113	20141020	0955	230	11	87.07	0.15
mhd	2014.91631	20141201	1050	330	6	87.45	0.15
mhd	2014.93540	20141208	1005	320	10	88.05	0.22
mhd	2014.95788	20141216	1500	220	9	86.52	0.09
mhd	2015.01493	20150106	1045	260	13	88.37	0.05
mhd	2015.03159	20150112	1245	27	15	89.47	0.08
mhd	2015.12728	20150216	1100	330	9	88.11	0.02
mhd	2015.14644	20150223	1050	260	16	87.35	0.16
mhd	2015.16562	20150302	1050	260	10	87.74	0.29
mhd	2015.18497	20150309	1220	240	20	87.25	0.45
mhd	2015.28068	20150413	1045	195	10	88.37	0.47
mhd	2015.31903	20150427	1040	305	11	88.07	0.11
mhd	2015.34084	20150505	0945	345	6	88.01	0.02
mhd	2015.36847	20150515	1150	210	13	88.51	0.55
mhd	2015.41773	20150602	1120	250	14	88.93	0.07
mhd	2015.45597	20150616	1020	210	12	90.13	0.13
mhd	2015.51365	20150707	1135	250	15	90.53	0.07
mhd	2015.57674	20150730	1215	260	10	89.37	0.07
mhd	2015.60719	20150810	1500	200	11	90.21	0.18
mhd	2015.63173	20150819	1355	279	9	91.57	0.25
mhd	2015.69475	20150911	1400	330	7	91.46	0.11
mhd	2015.76299	20151006	1150	315	14	92.93	0.18
mhd	2015.80672	20151022	1050	290	9	92.93	0.18
mhd	2015.86712	20151113	1200	275	16	93.57	0.23
mhd	2015.91637	20151201	1125	220	16	93.16	0.34
mhd	2015.93555	20151208	1125	5.2	11	93.77	0.05
mhd	2016.01768	20160107	1120	290	10	93.82	0.31
mhd	2016.03412	20160113	1140	250	9	93.78	0.08
mhd	2016.08608	20160201	1210	260	26	93.45	0.27
mhd	2016.10523	20160208	1220	285	19	94.35	0.11
mhd	2016.16570	20160301	1530	290	17	93.80	0.38
mhd	2016.18426	20160308	1030	280	8	94.29	0.12
mhd	2016.26364	20160406	1150	295	11	94.42	0.23
mhd	2016.29618	20160418	0940	290	9	94.46	0.02
mhd	2016.33707	20160503	0850	280	8	95.10	0.04
mhd	2016.36451	20160513	0953	205	5	98.79	0.08
mhd	2016.47113	20160621	1025	205	8	97.39	0.12
mhd	2016.50665	20160704	1025	230	9	95.79	0.10
mhd	2016.52910	20160712	1535	300	7	95.94	0.23
mhd	2016.58598	20160802	1115	240	9	99.76	0.04
mhd	2016.61334	20160812	1135	210	13	96.93	0.22
mhd	2016.68687	20160908	0930	200	11	97.21	0.18
mhd	2016.70882	20160916	1015	300	7	97.47	0.23
mhd	2016.79353	20161017	1020	280	12	103.04	0.13
mhd	2016.83998	20161103	1025	250	9	99.10	0.24
mhd	2016.85642	20161109	1045	290	13	99.48	0.10
mhd	2016.93304	20161207	1150	205	14	98.86	0.22
mhd	2016.95214	20161214	1135	260	7	100.24	0.19
mhd	2017.03131	20170112	1015	305	15	100.52	0.55
mhd	2017.06425	20170124	1050	180	8	99.66	0.02
mhd	2017.09165	20170203	1050	200	9	100.07	0.17
mhd	2017.13817	20170220	1020	200	11	99.21	0.03
mhd	2017.18200	20170308	1020	250	6	100.78	0.28
mhd	2017.21510	20170320	1215	260	11	100.93	0.12
mhd	2017.26155	20170406	1110	250	5	100.93	0.02
mhd	2017.32170	20170428	1005	225	5	100.98	0.11
mhd	2017.37099	20170516	0950	260	8	101.38	0.13
mhd	2017.38765	20170522	1150	220	9	101.96	0.03
mhd	2017.41480	20170601	0940	200	9	102.64	0.05
mhd	2017.42852	20170606	0950	295	12	101.77	0.01
mhd	2017.54909	20170720	1000	260	8	102.92	0.08
mhd	2017.56549	20170726	0940	270	13	103.42	0.00
mhd	2017.60674	20170810	1100	250	7	103.38	0.15
mhd	2017.62584	20170817	1020	225	9	106.40	0.21
mhd	2017.67543	20170904	1245	255	9	105.92	0.10
mhd	2017.69997	20170913	1145	280	10	103.88	0.25
mhd	2017.77190	20171009	1750	220	5	106.56	0.30
mhd	2017.79283	20171017	0910	275	11	106.06	0.05
mhd	2017.85091	20171107	1400	270	6	106.31	0.18
mhd	2017.94913	20171213	1025	285	19	106.79	0.15
mhd	2017.96606	20171219	1440	200	11	105.09	0.18
mhd	2018.00683	20180103	1150	270	24	106.81	0.11
mhd	2018.03959	20180115	1050	280	16	107.85	0.09
mhd	2018.10272	20180207	1150	250	8	107.39	0.30
mhd	2018.12646	20180216	0350	210	9	105.94	0.10
mhd	2018.17955	20180307	1250	275	10	107.34	0.09
mhd	2018.23423	20180327	1150	270	12	106.47	0.21
mhd	2018.29176	20180417	1150	180	13	107.82	0.18
mhd	2018.31094	20180424	1150	225	9	108.54	0.17
mhd	2018.33034	20180501	1345	210	10	108.22	0.12
mhd	2018.34918	20180508	1050	250	9	109.53	0.08
