site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	F227_	F227__sd
mhd	2019.84827	20191106	1450	290	17	1.70	0.01
mhd	2019.89996	20191125	1140	170	4	1.71	0.02
mhd	2019.92452	20191204	1050	260	9	1.71	0.01
mhd	2019.94656	20191212	1150	260	11	1.75	0.02
mhd	2020.00404	20200102	1130	200	15	1.71	0.00
mhd	2020.02577	20200110	1020	200	16	1.72	0.02
mhd	2020.11058	20200210	1120	250	15	1.75	0.01
mhd	2020.12978	20200217	1200	270	18	1.74	0.02
mlo	2011.45170	20110614	2055	13	2.8	0.70	0.00
mlo	2011.47098	20110621	2149	350	4.2	0.72	0.01
mlo	2011.49014	20110628	2139	21	2.8	0.73	0.04
mlo	2011.50919	20110705	2031	54	4.2	0.74	0.00
mlo	2011.52840	20110712	2045	334	2.7	0.73	0.03
mlo	2011.54759	20110719	2055	80	5.8	0.75	0.01
mlo	2011.56682	20110726	2118	154	9.4	0.74	0.03
mlo	2011.58607	20110802	2156	67	5	0.73	0.03
mlo	2011.60505	20110809	2012	298	3.2	0.73	0.01
mlo	2011.62702	20110817	2040	74	6.9	0.75	0.01
mlo	2011.64345	20110823	2038	4	3	0.73	0.01
mlo	2011.66262	20110830	2035	13	3.4	0.81	0.05
mlo	2011.68191	20110906	2134	330	5.1	0.79	0.00
mlo	2011.70116	20110913	2210	250	7.3	0.71	0.00
mlo	2011.71754	20110919	2141	82	6.1	0.75	0.02
mlo	2011.73931	20110927	2019	21	2.7	0.82	0.02
mlo	2011.75847	20111004	2014	96	3	0.74	0.01
mlo	2011.77766	20111011	2017	38	4.8	0.78	0.00
mlo	2011.79416	20111017	2050	87	1.6	0.80	0.02
mlo	2011.81610	20111025	2100	26	2.6	0.73	0.03
mlo	2011.83531	20111101	2120	81	1.7	0.78	0.01
mlo	2011.85458	20111108	2205	56	4.7	0.78	0.01
mlo	2011.87355	20111115	2018	301	4.4	0.77	0.01
mlo	2011.89283	20111122	2112	357	2.2	0.77	0.01
mlo	2011.91190	20111129	2013	339	2.5	0.77	0.00
mlo	2011.93110	20111206	2028	51	4.1	0.77	0.01
mlo	2011.95031	20111213	2045	53	2	0.78	0.03
mlo	2011.96952	20111220	2058	101	7.1	0.83	0.02
mlo	2011.98876	20111227	2130	141	10.5	0.79	0.01
mlo	2012.00794	20120103	2144	353	3.1	0.78	0.00
mlo	2012.02691	20120110	2025	92	5.1	0.81	0.01
mlo	2012.04603	20120117	2018	302	6.7	0.77	0.01
mlo	2012.06522	20120124	2051	179	3.2	0.84	0.03
mlo	2012.08439	20120131	2117	34	1.8	0.77	0.00
mlo	2012.12272	20120214	2156	126	8.3	0.79	0.04
mlo	2012.14719	20120223	2054	345	3.5	0.82	0.01
mlo	2012.16078	20120228	2020	42	2.4	0.79	0.01
mlo	2012.18006	20120306	2140	267	5.4	0.80	0.00
mlo	2012.19914	20120313	2116	6	2.5	0.79	0.02
mlo	2012.21831	20120320	2137	60	6.1	0.83	0.02
mlo	2012.23747	20120327	2155	91	6.8	0.82	0.03
mlo	2012.25641	20120403	2016	12	1.9	0.81	0.02
mlo	2012.27827	20120411	2020	11	2.4	0.83	0.03
mlo	2012.29473	20120417	2052	149	9	0.81	0.00
mlo	2012.31385	20120424	2051	56	4.6	0.83	0.01
mlo	2012.33306	20120501	2135	142	6.6	0.85	0.03
mlo	2012.35220	20120508	2141	356	5.6	0.85	0.04
mlo	2012.36864	20120514	2208	47	3.2	0.84	0.02
mlo	2012.39032	20120522	2035	115	11.9	0.78	0.04
mlo	2012.40950	20120529	2105	143	11	0.82	0.02
mlo	2012.42862	20120605	2058	160	5.8	0.82	0.01
mlo	2012.44773	20120612	2050	355	5.6	0.87	0.01
mlo	2012.46689	20120619	2109	302	2.1	0.82	0.01
mlo	2012.48610	20120626	2153	91	5.8	0.84	0.01
mlo	2012.50503	20120703	2010	356	2	0.83	0.00
mlo	2012.52413	20120710	1958	10	3.3	0.82	0.03
mlo	2012.54332	20120717	2034	150	8.2	0.85	0.00
mlo	2012.56241	20120724	2015	332	4.5	0.84	0.01
mlo	2012.58140	20120731	1859	339	1.4	0.82	0.05
mlo	2012.60076	20120807	2105	126	9.1	0.80	0.04
mlo	2012.62528	20120816	2025	122	7	0.85	0.00
mlo	2012.64450	20120823	2119	349	3.5	0.87	0.03
mlo	2012.65799	20120828	1947	45	4.5	0.86	0.01
mlo	2012.69634	20120911	2040	59	4.4	0.85	0.01
mlo	2012.71547	20120918	2040	29	2.1	0.85	0.02
mlo	2012.73463	20120925	2100	31	3.4	0.86	0.01
mlo	2012.75368	20121002	2018	6	2.9	0.90	0.00
mlo	2012.77286	20121009	2050	350	4.5	0.84	0.00
mlo	2012.79200	20121016	2058	2.2	12	0.87	0.00
mlo	2012.81104	20121023	2012	11	2.5	0.87	0.03
mlo	2012.83021	20121030	2034	103	2.7	0.88	0.01
mlo	2012.84936	20121106	2048	47	2.6	0.84	0.01
mlo	2012.86852	20121113	2105	131	3.7	0.88	0.00
mlo	2012.88766	20121120	2110	4	2.6	0.85	0.01
mlo	2012.90682	20121127	2128	336	2.5	0.92	0.00
mlo	2012.92592	20121204	2117	3	1	0.85	0.02
mlo	2012.94513	20121211	2200	318	1.8	0.84	0.03
mlo	2012.96409	20121218	2032	161	9.8	0.88	0.00
mlo	2012.98871	20121227	2050	335	5.4	0.88	0.02
mlo	2013.00787	20130103	2054	330	3.2	0.90	0.01
mlo	2013.02158	20130108	2102	139	6.2	0.90	0.01
mlo	2013.06547	20130124	2130	346	2.7	0.87	0.03
mlo	2013.07914	20130129	2118	346	3.8	0.89	0.00
mlo	2013.09838	20130205	2147	71	4.3	0.90	0.01
mlo	2013.11739	20130212	2019	89	5.5	0.89	0.00
mlo	2013.13663	20130219	2051	89	5.5	0.91	0.00
mlo	2013.17498	20130305	2052	26	2.5	0.91	0.01
mlo	2013.19424	20130312	2130	247	7.4	0.88	0.01
mlo	2013.21330	20130319	2033	56	2.6	0.91	0.01
mlo	2013.23250	20130326	2040	17	2.7	0.93	0.03
mlo	2013.25174	20130402	2112	274	12.8	0.90	0.02
mlo	2013.27074	20130409	1943	22	2.3	0.91	0.00
mlo	2013.28738	20130415	2127	321	6.1	0.88	0.01
mlo	2013.31192	20130424	2024	260	9.7	0.88	0.05
mlo	2013.32835	20130430	2021	39	2.1	0.90	0.01
mlo	2013.34764	20130507	2122	353	2	0.92	0.01
mlo	2013.36685	20130514	2135	19	3.3	0.90	0.00
mlo	2013.38588	20130521	2016	336	4.4	0.93	0.01
mlo	2013.40509	20130528	2037	338	2.4	0.93	0.01
mlo	2013.42427	20130604	2037	115	11.6	0.87	0.00
mlo	2013.46275	20130618	2144	1	4	0.92	0.02
mlo	2013.48172	20130625	1951	357	3.8	0.89	0.02
mlo	2013.50095	20130702	2017	335	4	0.89	0.02
mlo	2013.52015	20130709	2030	161	14.8	0.89	0.03
mlo	2013.55861	20130723	2124	350	2.9	0.91	0.01
mlo	2013.57790	20130730	2223	178	3.9	0.89	0.00
mlo	2013.59685	20130806	2022	318	5	0.91	0.00
mlo	2013.61608	20130813	2050	84	5	0.95	0.00
mlo	2013.65434	20130827	1959	41	3.4	0.91	0.04
mlo	2013.67354	20130903	2013	341	2.1	0.90	0.04
mlo	2013.69275	20130910	2030	101	7.2	0.92	0.02
mlo	2013.71194	20130917	2038	126	7.7	0.95	0.01
mlo	2013.73116	20130924	2057	102	7.5	0.95	0.03
mlo	2013.75595	20131003	2206	50	4.4	0.99	0.00
mlo	2013.81334	20131024	2054	8	3.4	0.97	0.02
mlo	2013.82695	20131029	2004	71	3.7	0.96	0.01
mlo	2013.84620	20131105	2042	354	2.2	0.94	0.01
mlo	2013.86539	20131112	2050	261	9.1	0.97	0.02
mlo	2013.88461	20131119	2111	23	1.3	0.94	0.02
mlo	2013.90384	20131126	2137	122	7.9	0.98	0.00
mlo	2013.92288	20131203	2028	66	4.7	0.93	0.02
mlo	2013.94207	20131210	2033	113	7.1	0.99	0.01
mlo	2013.96672	20131219	2029	141	2.8	0.96	0.00
mlo	2013.98592	20131226	2040	69	7.4	1.00	0.01
mlo	2013.99965	20131231	2057	348	4.1	0.95	0.02
mlo	2014.01886	20140107	2115	2	1.7	0.93	0.03
mlo	2014.03790	20140114	2000	355	1.7	0.93	0.01
mlo	2014.05713	20140121	2030	355	1.5	0.95	0.01
mlo	2014.07628	20140128	2015	74	2.5	1.01	0.05
mlo	2014.09550	20140204	2035	342	3.6	0.95	0.01
mlo	2014.11479	20140211	2134	348	4.1	0.99	0.01
mlo	2014.13381	20140218	2013	4	2	0.98	0.02
mlo	2014.15305	20140225	2045	302	5.9	0.97	0.02
mlo	2014.17783	20140306	2146	324	3.4	0.99	0.02
mlo	2014.19132	20140311	1958	12	2.8	0.99	0.03
mlo	2014.21061	20140318	2055	357	2.3	1.02	0.02
mlo	2014.22974	20140325	2030	103	4.7	1.01	0.03
mlo	2014.25175	20140402	2121	190	4.6	0.98	0.00
mlo	2014.26820	20140408	2128	16	2.1	1.03	0.00
mlo	2014.28727	20140415	2029	62	7.8	1.01	0.01
mlo	2014.30646	20140422	2034	344	3.5	0.98	0.01
mlo	2014.32291	20140428	2040	28	3.1	1.02	0.01
mlo	2014.34487	20140506	2103	356	4.2	1.04	0.01
mlo	2014.36391	20140513	1951	352	2	1.00	0.03
mlo	2014.38343	20140520	2249	343	5.1	1.02	0.01
mlo	2014.40238	20140527	2050	0	4.1	1.02	0.03
mlo	2014.42144	20140603	1950	330	3.4	1.04	0.02
mlo	2014.43795	20140609	2024	12	3.1	1.03	0.00
mlo	2014.47908	20140624	2047	137	10.5	1.01	0.02
mlo	2014.49830	20140701	2108	3	4.7	1.00	0.01
mlo	2014.51741	20140708	2030	39	2.8	1.06	0.01
mlo	2014.53652	20140715	1956	12	1.7	1.03	0.01
mlo	2014.55576	20140722	2030	348	3.2	1.00	0.01
mlo	2014.57502	20140729	2108	339	4.4	1.04	0.02
mlo	2014.59421	20140805	2119	27	4.8	1.05	0.01
mlo	2014.61322	20140812	1948	3	2.9	1.02	0.00
mlo	2014.63244	20140819	2008	30	3.1	1.05	0.05
mlo	2014.65167	20140826	2038	5	2.9	1.05	0.04
mlo	2014.67086	20140902	2045	345	2.3	1.06	0.03
mlo	2014.69009	20140909	2113	355	3.6	1.07	0.02
mlo	2014.70909	20140916	1937	324	2.2	1.08	0.00
mlo	2014.72851	20140923	2143	118	6	1.05	0.02
mlo	2014.74754	20140930	2025	355	3.5	1.06	0.00
mlo	2014.76685	20141007	2138	346	2.6	1.06	0.05
mlo	2014.78584	20141014	1959	157	6.6	1.04	0.02
mlo	2014.80516	20141021	2110	11	2.7	1.04	0.00
mlo	2014.82433	20141028	2107	22	2.3	1.08	0.04
mlo	2014.86535	20141112	2030	210	6.9	1.08	0.01
mlo	2014.88176	20141118	2012	55	4.3	1.07	0.00
mlo	2014.90101	20141125	2053	317	2.5	1.02	0.02
mlo	2014.92021	20141202	2103	46	2.5	1.12	0.01
mlo	2014.93942	20141209	2121	358	2.3	1.06	0.02
mlo	2014.95300	20141214	2015	96	6.7	1.09	0.00
mlo	2014.97766	20141223	2018	359	0.3	1.08	0.04
mlo	2014.99961	20141231	2037	226	12.8	1.08	0.01
mlo	2015.01593	20150106	1932	282	5.8	1.09	0.04
mlo	2015.03514	20150113	1947	327	1.6	1.10	0.01
mlo	2015.05432	20150120	1952	136	11.1	1.07	0.04
mlo	2015.07357	20150127	2030	353	2.7	1.04	0.02
mlo	2015.09280	20150203	2054	246	13.1	1.06	0.00
mlo	2015.11183	20150210	1936	229	16.3	1.04	0.05
mlo	2015.13104	20150217	1957	20	3.2	1.07	0.01
mlo	2015.15025	20150224	2012	109	10	1.07	0.00
mlo	2015.16948	20150303	2041	340	2.3	1.08	0.01
mlo	2015.18868	20150310	2052	259	7.9	1.11	0.01
mlo	2015.20791	20150317	2116	97	3.2	1.09	0.00
mlo	2015.22716	20150324	2155	58	3.2	1.11	0.01
mlo	2015.24632	20150331	2144	17	2.3	1.09	0.01
mlo	2015.26545	20150407	2123	44	4.8	1.14	0.01
mlo	2015.28447	20150414	2000	318	2.5	1.12	0.00
mlo	2015.30100	20150420	2044	11	2.7	1.13	0.01
mlo	2015.32277	20150428	1926	69	3.8	1.08	0.00
mlo	2015.34204	20150505	2018	56	2.4	1.09	0.04
mlo	2015.36127	20150512	2041	50	2.5	1.11	0.02
mlo	2015.38047	20150519	2053	340	3.6	1.09	0.02
mlo	2015.39970	20150526	2122	267	8	1.09	0.00
mlo	2015.41892	20150602	2144	5	4.3	1.11	0.01
mlo	2015.43801	20150609	2057	14	2.3	1.15	0.00
mlo	2015.45723	20150616	2120	313	7.1	1.08	0.01
mlo	2015.47638	20150623	2107	33	6.2	1.11	0.01
mlo	2015.49559	20150630	2121	6	4.2	1.10	0.00
mlo	2015.51483	20150707	2156	8	5.2	1.09	0.02
mlo	2015.53379	20150714	2002	66	5.4	1.08	0.01
mlo	2015.55306	20150721	2050	45	2.4	1.12	0.03
mlo	2015.57225	20150728	2055	7	2.7	1.12	0.02
mlo	2015.59148	20150804	2124	55	2.9	1.13	0.00
mlo	2015.61619	20150813	2151	73	4.4	1.11	0.02
mlo	2015.62968	20150818	2002	30	3	1.10	0.00
mlo	2015.64890	20150825	2020	292	5.4	1.06	0.01
mlo	2015.67075	20150902	1947	357	3.8	1.09	0.01
mlo	2015.68739	20150908	2130	333	2.9	1.10	0.02
mlo	2015.70651	20150915	2100	351	4	1.13	0.00
mlo	2015.72575	20150922	2133	10	2.3	1.13	0.00
mlo	2015.74496	20150929	2153	339	3.2	1.14	0.00
mlo	2015.76415	20151006	2157	321	5.1	1.15	0.01
mlo	2015.78318	20151013	2039	45	2.4	1.12	0.02
mlo	2015.80236	20151020	2041	106	9.2	1.13	0.02
mlo	2015.82160	20151027	2114	95	5.7	1.17	0.01
mlo	2015.84074	20151103	2055	107	7.7	1.13	0.02
mlo	2015.85983	20151110	2009	335	2.5	1.20	0.00
mlo	2015.89824	20151124	2035	308	3.9	1.17	0.01
mlo	2015.91752	20151201	2127	68	4	1.11	0.01
mlo	2015.93675	20151208	2155	163	10.2	1.15	0.01
mlo	2015.95577	20151215	2035	89	2.3	1.21	0.01
mlo	2015.97495	20151222	2035	164	7.4	1.18	0.01
mlo	2015.99405	20151229	1951	48	2.2	1.16	0.01
mlo	2016.01341	20160105	2147	308	4	1.16	0.02
mlo	2016.03235	20160112	2010	290	5.8	1.16	0.00
mlo	2016.05148	20160119	2014	283	4.3	1.14	0.01
mlo	2016.07069	20160126	2054	56	4.2	1.17	0.00
mlo	2016.08980	20160202	2049	62	3.4	1.18	0.00
mlo	2016.10883	20160209	2000	25	1.8	1.19	0.01
mlo	2016.12797	20160216	2006	108	2.3	1.17	0.01
mlo	2016.14709	20160223	2004	296	7.6	1.16	0.02
mlo	2016.18536	20160308	2010	255	8.7	1.15	0.01
mlo	2016.21007	20160317	2113	309	7.4	1.21	0.00
mlo	2016.22375	20160322	2127	30	2.6	1.17	0.00
mlo	2016.24286	20160329	2119	263	8.1	1.20	0.00
mlo	2016.26749	20160407	2140	74	5.4	1.23	0.00
mlo	2016.28100	20160412	2018	139	8.9	1.24	0.01
mlo	2016.30015	20160419	2030	345	5	1.24	0.00
mlo	2016.31936	20160426	2117	9	3.9	1.21	0.02
mlo	2016.33849	20160503	2117	67	4.4	1.20	0.03
mlo	2016.35763	20160510	2127	358	3.6	1.24	0.00
mlo	2016.37658	20160517	1951	349	4.4	1.20	0.01
mlo	2016.39574	20160524	2010	351	3.5	1.22	0.01
mlo	2016.41500	20160531	2122	354	3.8	1.22	0.03
mlo	2016.43419	20160607	2153	344	2.9	1.24	0.01
mlo	2016.45316	20160614	2035	141	8.9	1.23	0.01
mlo	2016.47248	20160621	2215	37	3.2	1.25	0.00
mlo	2016.51058	20160705	2055	328	3.5	1.21	0.00
mlo	2016.53229	20160713	1940	61	4.9	1.24	0.03
mlo	2016.54887	20160719	2117	46	4.5	1.22	0.02
mlo	2016.56804	20160726	2142	162	9.2	1.22	0.01
mlo	2016.58992	20160803	2153	43	4.5	1.21	0.01
mlo	2016.60612	20160809	2009	112	5.3	1.21	0.02
mlo	2016.62525	20160816	2014	8	2	1.22	0.02
mlo	2016.64443	20160823	2042	83	2	1.20	0.01
mlo	2016.66363	20160830	2119	95	4.1	1.23	0.01
mlo	2016.68272	20160906	2100	29	3.4	1.25	0.01
mlo	2016.70188	20160913	2117	312	6.3	1.26	0.00
mlo	2016.72089	20160920	2017	44	4.2	1.26	0.01
mlo	2016.74009	20160927	2056	358	3.6	1.27	0.02
mlo	2016.75919	20161004	2045	331	3.4	1.25	0.00
mlo	2016.77836	20161011	2106	10	3	1.26	0.01
mlo	2016.79752	20161018	2123	326	4.7	1.25	0.01
mlo	2016.81664	20161025	2122	22	1.1	1.25	0.00
mlo	2016.83580	20161101	2141	55	4.5	1.26	0.01
mlo	2016.85491	20161108	2130	353	2.6	1.28	0.02
mlo	2016.87405	20161115	2140	136	12.6	1.33	0.01
mlo	2016.89322	20161122	2202	20	1.6	1.28	0.00
mlo	2016.91238	20161129	2220	102	7.6	1.25	0.00
mlo	2016.93131	20161206	2039	13	1	1.22	0.03
mlo	2016.95056	20161213	2141	270	11.2	1.27	0.01
mlo	2016.96959	20161220	2055	101	3.4	1.24	0.02
mlo	2016.99143	20161228	2045	109	5.4	1.25	0.02
mlo	2017.00795	20170103	2138	319	4	1.32	0.01
mlo	2017.02979	20170111	2058	353	3.4	1.26	0.02
mlo	2017.04900	20170118	2117	134	13.3	1.29	0.05
mlo	2017.06821	20170125	2131	95	5.9	1.32	0.01
mlo	2017.08740	20170201	2140	60	2.5	1.29	0.00
mlo	2017.10642	20170208	2016	257	10.5	1.24	0.01
mlo	2017.12834	20170216	2017	67	4.2	1.27	0.02
mlo	2017.14759	20170223	2052	1	3	1.30	0.01
mlo	2017.16133	20170228	2115	163	8.3	1.30	0.01
mlo	2017.18073	20170307	2310	313	9.6	1.29	0.02
mlo	2017.19967	20170314	2109	321	2.6	1.28	0.00
mlo	2017.21882	20170321	2053	83	5.4	1.28	0.01
mlo	2017.23802	20170328	2103	12	3	1.32	0.03
mlo	2017.25719	20170404	2100	66	7.3	1.30	0.04
mlo	2017.27634	20170411	2044	323	5.9	1.32	0.00
mlo	2017.29565	20170418	2156	357	3.9	1.35	0.03
mlo	2017.31466	20170425	2023	173	4.3	1.31	0.00
mlo	2017.33386	20170502	2036	45	2.4	1.30	0.00
mlo	2017.35310	20170509	2107	16	3	1.34	0.02
mlo	2017.37229	20170516	2116	95	5.3	1.36	0.01
mlo	2017.39147	20170523	2118	321	2.8	1.35	0.00
mlo	2017.41070	20170530	2145	31	3.4	1.36	0.02
mlo	2017.42969	20170606	2007	53	2.5	1.37	0.01
mlo	2017.44913	20170613	2221	2	5	1.36	0.01
mlo	2017.46537	20170619	2038	38	53	1.31	0.00
mlo	2017.48728	20170627	2035	340	4.4	1.34	0.00
mlo	2017.50375	20170703	2049	150	10	1.32	0.00
mlo	2017.52572	20170711	2116	332	6.4	1.34	0.02
mlo	2017.54490	20170718	2122	325	5.1	1.37	0.00
mlo	2017.56410	20170725	2133	129	9.1	1.35	0.00
mlo	2017.58326	20170801	2122	10	4.1	1.35	0.00
mlo	2017.61067	20170811	2130	48	7.3	1.35	0.01
mlo	2017.62149	20170815	2013	24	1.5	1.36	0.01
mlo	2017.64068	20170822	2020	150	7.3	1.33	0.00
mlo	2017.65985	20170829	2016	1	3.3	1.33	0.00
mlo	2017.67908	20170905	2042	287	9.5	1.35	0.02
mlo	2017.69834	20170912	2125	305	5.5	1.38	0.00
mlo	2017.71738	20170919	2015	113	5.2	1.37	0.00
mlo	2017.73655	20170926	2009	53	3.9	1.36	0.01
mlo	2017.75576	20171003	2029	359	3.7	1.40	0.03
mlo	2017.77495	20171010	2033	36	2.2	1.41	0.01
mlo	2017.81326	20171024	2010	67	3.9	1.35	0.03
mlo	2017.83249	20171031	2035	26	2.2	1.37	0.00
mlo	2017.85166	20171107	2031	134	5.8	1.39	0.03
mlo	2017.86813	20171113	2050	291	4.6	1.38	0.03
mlo	2017.90928	20171128	2115	100	6.2	1.40	0.01
mlo	2017.92832	20171205	2005	324	3	1.40	0.01
mlo	2017.94749	20171212	2000	274	6.7	1.38	0.00
mlo	2017.96671	20171219	2021	102	1	1.36	0.00
mlo	2017.98596	20171226	2102	299	1.4	1.38	0.00
mlo	2018.00514	20180102	2102	39	2.8	1.38	0.02
mlo	2018.02429	20180109	2048	328	3.4	1.43	0.01
mlo	2018.04340	20180116	2009	60	4.2	1.42	0.01
mlo	2018.06260	20180123	2025	154	10.6	1.42	0.01
mlo	2018.08180	20180130	2033	231	10.7	1.41	0.00
mlo	2018.10105	20180206	2110	210	3.9	1.38	0.01
mlo	2018.12013	20180213	2019	16	1.7	1.39	0.00
mlo	2018.13931	20180220	2022	271	9.3	1.41	0.00
mlo	2018.15854	20180227	2050	36	2.5	1.42	0.02
mlo	2018.17775	20180306	2105	348	5.1	1.42	0.03
mlo	2018.19691	20180313	2058	337	3.8	1.41	0.01
mlo	2018.21616	20180320	2135	278	7.7	1.43	0.01
mlo	2018.23518	20180327	2013	251	9.4	1.46	0.01
mlo	2018.29277	20180417	2042	38	2.2	1.43	0.01
mlo	2018.33118	20180501	2108	242	5.6	1.40	0.01
mlo	2018.35041	20180508	2137	330	4.2	1.48	0.01
mlo	2018.36940	20180515	1956	350	4	1.49	0.00
mlo	2018.41330	20180531	2033	22.7	4.8	1.46	0.02
mlo	2018.42704	20180605	2050	48	7.4	1.46	0.00
mlo	2018.46545	20180619	2123	85	6.9	1.45	0.00
mlo	2018.48467	20180626	2140	63.4	10.3	1.47	0.00
mlo	2018.50371	20180703	2028	7	6	1.49	0.01
mlo	2018.52837	20180712	2030	354	3.4	1.45	0.02
mlo	2018.54213	20180717	2102	136	5.2	1.48	0.00
mlo	2018.56128	20180724	2048	31	7.2	1.46	0.01
mlo	2018.58597	20180802	2107	78	7.8	1.47	0.01
mlo	2018.59968	20180807	2112	111	8	1.47	0.01
mlo	2018.61887	20180814	2120	65	5	1.50	0.01
mlo	2018.63807	20180821	2131	90	8	1.46	0.00
mlo	2018.65727	20180828	2143	318	2.4	1.46	0.01
mlo	2018.67635	20180904	2049	30	6	1.47	0.02
mlo	2018.68183	20180906	2050	5	4	1.47	0.01
mlo	2018.69558	20180911	2115	20	3.8	1.47	0.00
mlo	2018.70105	20180913	2111	355	3.8	1.49	0.00
mlo	2018.71459	20180918	1950	314	3	1.51	0.01
mlo	2018.72299	20180921	2124	71	9.5	1.48	0.01
mlo	2018.73377	20180925	1947	1	3.5	1.49	0.00
mlo	2018.74201	20180928	2000	295	3.7	1.50	0.00
mlo	2018.75299	20181002	2010	347	4	1.48	0.01
mlo	2018.75847	20181004	2014	21	4.3	1.53	0.01
mlo	2018.77221	20181009	2034	300	4.3	1.55	0.01
mlo	2018.77771	20181011	2047	315	4.4	1.53	0.01
mlo	2018.79139	20181016	2035	333	3.2	1.53	0.01
mlo	2018.79693	20181018	2106	343	2.4	1.52	0.01
mlo	2018.81053	20181023	2013	340	3.5	1.52	0.01
mlo	2018.81613	20181025	2116	357	4.3	1.53	0.00
mlo	2018.82978	20181030	2054	355	2.4	1.52	0.01
mlo	2018.83530	20181101	2116	17	7.5	1.55	0.00
mlo	2018.84898	20181106	2106	320	3.8	1.56	0.00
mlo	2018.86246	20181111	1910	273	3.9	1.55	0.02
mlo	2018.86824	20181113	2146	350	3.7	1.63	0.01
mlo	2018.87369	20181115	2130	41	3.5	1.63	0.00
mlo	2018.88728	20181120	2034	60	4	1.57	0.02
mlo	2018.90644	20181127	2027	47	6	1.57	0.01
mlo	2018.91193	20181129	2031	15.7	3.2	1.57	0.00
mlo	2018.92572	20181204	2119	106	7.8	1.55	0.00
mlo	2018.94489	20181211	2115	110	11	1.58	0.01
mlo	2018.96394	20181218	2008	290	5.2	1.54	0.03
mlo	2018.98592	20181226	2042	337	3.5	1.53	0.01
mlo	2019.00785	20190103	2044	115	6	1.54	0.02
mlo	2019.02154	20190108	2039	300	3	1.59	0.00
mlo	2019.04065	20190115	2006	315	2	1.51	0.01
mlo	2019.05989	20190122	2036	66	3	1.59	0.03
mlo	2019.07907	20190129	2037	45	6.5	1.56	0.02
mlo	2019.09827	20190205	2050	49	4.6	1.59	0.01
mlo	2019.11739	20190212	2021	233	8.7	1.59	0.02
mlo	2019.13663	20190219	2054	180	12	1.51	0.00
mlo	2019.15585	20190226	2115	300	6.2	1.56	0.00
mlo	2019.18319	20190308	2047	345	4.3	1.58	0.01
mlo	2019.19412	20190312	2030	340	3	1.60	0.01
mlo	2019.21337	20190319	2106	350	3.5	1.61	0.01
mlo	2019.23245	20190326	2014	290	4.7	1.53	0.02
mlo	2019.25713	20190404	2029	336	4.1	1.58	0.01
mlo	2019.27084	20190409	2035	20	7	1.57	0.01
mlo	2019.29003	20190416	2041	25	7	1.59	0.01
mlo	2019.30662	20190422	2201	92	8.2	1.62	0.01
mlo	2019.32854	20190430	2159	350	5.1	1.59	0.01
mlo	2019.34758	20190507	2050	317	4.3	1.62	0.00
mlo	2019.36674	20190514	2037	40	6	1.58	0.00
mlo	2019.39417	20190524	2055	72	6.5	1.59	0.00
mlo	2019.40510	20190528	2039	358	4.1	1.62	0.02
mlo	2019.42975	20190606	2035	33	5.1	1.62	0.00
mlo	2019.44339	20190611	2004	19	7	1.59	0.01
mlo	2019.46533	20190619	2020	293	5.1	1.60	0.01
mlo	2019.48194	20190625	2150	23	4.9	1.60	0.01
mlo	2019.50095	20190702	2018	8	3.9	1.62	0.02
mlo	2019.52011	20190709	2010	45	3.5	1.58	0.01
mlo	2019.54216	20190717	2117	336	4	1.60	0.00
mlo	2019.56681	20190726	2114	10	4.8	1.64	0.01
mlo	2019.57781	20190730	2136	75	7.5	1.63	0.01
mlo	2019.58596	20190802	2102	163	18.2	1.58	0.00
mlo	2019.59692	20190806	2102	10	4	1.58	0.00
mlo	2019.61604	20190813	2028	95	5	1.60	0.01
mlo	2019.62423	20190816	2014	140	3.5	1.62	0.00
mlo	2019.63521	20190820	2027	335	4.9	1.63	0.01
mlo	2019.65436	20190827	2010	291	3.9	1.65	0.01
mlo	2019.65983	20190829	2006	61	3.1	1.64	0.01
mlo	2019.67356	20190903	2023	5	3.9	1.63	0.00
mlo	2019.67905	20190905	2027	300	2.7	1.61	0.01
mlo	2019.69274	20190910	2026	342	3.8	1.61	0.01
mlo	2019.70099	20190913	2040	353	4	1.62	0.00
mlo	2019.71194	20190917	2034	54	4	1.63	0.01
mlo	2019.72046	20190920	2312	-99	-99	1.66	0.01
mlo	2019.73109	20190924	2022	45	5.3	1.67	0.01
mlo	2019.73656	20190926	2014	7	4.2	1.64	0.00
mlo	2019.75027	20191001	2024	49	4	1.64	0.00
mlo	2019.75847	20191004	2013	118	3.9	1.68	0.00
mlo	2019.76959	20191008	2138	355	2.4	1.66	0.01
mlo	2019.77491	20191010	2011	148	7.9	1.59	0.01
mlo	2019.78858	20191015	1956	94	9.4	1.65	0.00
mlo	2019.79424	20191017	2135	24	8.8	1.66	0.00
mlo	2019.80791	20191022	2117	345	3.1	1.65	0.00
mlo	2019.82708	20191029	2115	30	6	1.66	0.01
mlo	2019.83254	20191031	2105	260	7.6	1.71	0.01
mlo	2019.84627	20191105	2117	52	5.8	1.67	0.02
mlo	2019.85446	20191108	2102	334	4	1.70	0.02
mlo	2019.86541	20191112	2100	355	2	1.70	0.00
mlo	2019.87088	20191114	2056	359	2.5	1.67	0.02
mlo	2019.88461	20191119	2111	33	4	1.67	0.01
mlo	2019.89003	20191121	2040	315	2.7	1.68	0.01
mlo	2019.90376	20191126	2054	294	2.5	1.68	0.00
